suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
26.79,36.96,22.82,84.06,1
17.27,90.07,45.17,20.1,0
30.77,44.6,54.54,49.86,0
30.4,41.79,28.52,39.06,1
33.33,50.66,27.83,67.54,1
19.05,41.23,57.52,49.53,0
26.32,38.51,77.71,15.22,0
18.0,85.7,38.96,22.98,1
31.4,76.19,22.35,30.36,1
33.33,86.18,57.16,35.61,0
27.67,50.36,79.25,50.81,0
18.39,68.61,26.2,96.58,1
31.15,38.37,44.8,74.3,1
22.29,86.46,42.26,47.46,0
21.24,53.62,61.71,28.91,0
28.45,67.04,73.67,59.05,0
18.16,36.79,57.52,36.58,0
19.36,62.78,25.13,44.78,1
22.78,69.68,32.67,77.42,1
18.59,55.11,45.27,88.56,0
27.53,73.7,71.44,71.22,0
15.76,80.81,35.08,91.5,1
22.23,84.76,52.71,84.14,0
26.27,84.17,24.54,47.42,1
24.87,89.16,59.49,91.27,0
29.78,37.66,39.95,44.46,1
34.09,65.54,26.89,90.84,1
34.56,83.08,19.13,22.64,1
31.03,70.58,77.09,38.97,0
30.66,31.31,72.61,47.38,0
24.96,84.69,46.63,91.47,0
23.62,32.01,63.8,78.01,0
34.45,67.85,62.63,11.27,0
28.79,72.1,36.72,82.13,1
33.62,73.56,51.32,53.58,0
28.64,49.42,47.68,19.79,0
22.83,38.75,66.61,80.41,0
32.77,67.01,25.53,66.64,1
17.36,36.9,60.36,28.41,0
14.66,77.32,30.18,14.48,1
18.73,89.45,54.72,26.31,0
18.34,30.42,26.9,27.99,1
29.55,34.21,27.29,39.02,1
27.36,60.63,33.58,48.54,1
33.93,44.94,64.26,15.94,0
30.87,35.04,64.28,74.54,1
32.89,51.45,59.61,70.99,1
29.66,59.33,47.17,78.79,0
16.28,51.52,45.69,51.51,0
32.9,56.66,23.87,77.37,1
35.09,68.09,40.63,11.35,0
18.52,35.21,40.33,23.29,1
34.33,62.89,30.25,53.45,1
34.21,33.56,77.28,15.76,0
33.67,77.88,42.19,11.35,0
23.8,37.62,23.78,35.24,1
34.12,33.61,43.79,47.9,1
21.31,85.02,78.05,80.51,0
17.27,49.4,55.86,97.72,0
24.37,58.44,16.38,55.57,1
24.58,66.11,73.19,96.54,0
20.27,38.72,69.93,15.64,0
25.14,38.87,32.77,39.13,1
28.15,87.7,53.54,21.13,0
20.16,77.2,42.14,83.2,0
28.44,75.39,20.24,51.9,1
26.65,75.71,21.96,34.28,1
17.62,87.24,22.87,88.32,1
25.83,68.07,56.55,45.38,0
26.53,63.74,71.98,14.6,0
18.29,61.84,75.95,31.06,0
30.16,59.44,50.09,57.54,0
31.05,56.65,22.64,92.09,1
15.77,80.31,29.31,14.19,1
24.53,49.64,64.13,70.49,0
28.65,63.08,17.12,63.27,1
26.34,52.12,73.82,25.02,0
20.33,63.48,48.04,24.21,0
20.31,37.3,33.56,12.5,1
19.07,32.2,67.37,77.1,0
31.52,70.01,72.76,83.67,0
32.4,44.82,48.06,37.89,0
29.65,73.62,44.74,45.26,0
30.51,69.52,75.49,16.54,0
15.45,46.92,14.6,49.92,1
27.7,88.41,63.02,43.09,0
17.88,38.92,44.32,94.04,1
33.72,77.18,72.44,93.84,0
32.79,71.26,32.95,11.75,1
22.92,52.32,16.93,49.32,1
28.35,87.27,71.73,74.06,0
34.76,40.83,59.89,83.29,1
26.42,71.96,66.07,74.27,0
31.64,62.72,39.08,91.3,1
23.41,64.46,39.36,98.91,1
28.27,54.11,77.91,17.93,0
23.86,62.77,59.7,89.72,0
21.91,68.44,63.7,86.92,0
22.97,79.43,72.32,98.9,0
26.3,86.53,62.91,71.9,0
22.19,86.07,48.91,83.99,0
17.52,68.12,43.99,85.39,0
25.54,36.21,24.29,16.82,1
25.37,35.42,67.63,12.39,0
16.28,45.11,77.01,47.77,0
22.73,42.62,42.4,63.06,1
15.99,49.06,17.06,72.65,1
28.76,66.74,37.36,97.41,1
33.34,58.71,50.77,17.42,0
29.79,44.76,79.31,12.81,0
23.49,31.05,23.29,87.65,1
24.42,71.38,40.32,93.45,0
24.61,83.97,33.68,24.3,1
32.02,42.25,47.01,10.78,1
16.22,40.69,37.05,71.67,1
33.68,36.16,23.99,76.5,1
29.11,30.84,49.11,72.22,1
26.59,55.19,19.14,34.07,1
33.2,82.7,22.81,25.08,1
22.15,45.69,19.4,80.83,1
17.51,38.28,60.21,11.17,0
27.13,30.89,72.53,22.02,0
24.63,58.77,21.74,44.55,1
17.55,61.08,71.04,15.87,0
29.83,79.95,38.44,30.65,1
30.5,31.77,59.02,94.02,1
17.69,67.15,66.04,90.09,0
20.32,75.97,43.52,12.43,0
28.13,52.59,40.37,51.84,0
21.43,48.86,76.84,56.22,0
33.44,65.9,57.96,61.5,0
25.11,67.67,31.37,33.95,1
32.92,84.76,51.81,41.28,0
20.67,55.07,58.11,78.94,0
29.04,51.77,49.95,39.13,0
32.85,68.0,28.52,81.09,1
19.95,58.71,32.7,60.89,1
34.02,79.22,79.38,10.25,0
34.52,64.57,32.94,61.55,1
26.59,58.44,40.45,20.3,0
32.23,47.07,50.84,33.86,0
32.95,63.77,15.57,40.12,1
27.71,63.89,32.39,59.55,1
19.51,78.8,68.22,28.52,0
34.92,45.9,46.57,18.28,0
18.28,43.3,22.08,31.38,1
19.21,36.26,20.21,74.23,1
22.59,62.77,32.69,89.18,1
24.85,67.14,69.59,64.79,0
22.46,77.03,28.25,38.01,1
26.75,58.38,16.53,94.47,1
23.0,51.12,39.35,53.94,1
19.24,52.35,79.96,53.17,0
31.46,80.34,79.06,42.4,0
28.86,32.8,20.51,93.66,1
33.05,43.34,34.81,57.0,1
30.73,87.67,76.59,25.57,0
30.76,42.04,60.99,15.69,0
24.68,75.4,61.52,24.1,0
29.88,60.43,15.9,55.06,1
17.43,81.45,68.9,61.26,0
19.84,67.91,64.0,16.34,0
28.58,54.16,50.64,46.2,0
27.13,73.01,63.71,77.65,0
30.9,42.52,53.9,42.95,0
22.41,49.01,27.56,11.81,1
30.55,74.47,56.92,37.12,0
24.7,57.9,44.79,89.86,0
32.91,85.25,34.36,14.71,1
27.4,51.66,48.3,52.79,0
18.52,85.53,25.56,98.81,1
19.67,61.23,16.69,46.09,1
16.01,61.28,22.55,49.74,1
30.01,63.86,19.53,97.07,1
29.04,45.91,24.14,91.89,1
20.98,87.54,27.29,61.28,1
20.46,84.73,15.02,15.53,1
23.95,88.83,75.51,54.53,0
34.65,81.42,77.43,33.06,0
28.39,61.79,58.71,85.46,0
20.35,78.7,43.67,34.99,0
16.35,65.56,67.45,32.91,0
34.17,57.72,25.2,18.79,1
22.05,34.43,25.37,53.69,1
23.24,79.34,24.63,52.32,1
32.49,59.86,77.07,63.07,0
17.88,39.13,36.56,43.42,1
26.12,59.71,21.49,96.81,1
18.74,38.34,78.8,43.08,0
15.89,84.06,36.57,13.83,1
18.45,40.29,40.52,99.44,1
31.4,47.21,19.42,64.15,1
27.29,71.54,17.39,86.55,1
25.48,47.35,61.35,45.91,0
21.11,44.53,24.28,23.58,1
24.17,39.04,19.99,79.27,1
17.54,69.1,75.98,59.66,0
15.21,39.74,27.2,15.63,1
24.78,69.13,40.66,74.29,0
23.65,48.39,74.79,61.45,0
23.7,58.95,79.35,23.79,0
33.28,73.46,42.46,79.25,0
14.77,58.8,68.74,55.33,0
25.21,61.96,72.76,99.88,0
31.04,57.55,61.29,59.07,0
23.52,68.05,66.88,52.82,0
19.42,49.06,52.95,50.16,0
32.63,45.7,32.2,57.66,1
23.91,87.56,67.07,34.63,0
34.15,77.23,57.09,37.27,0
28.72,47.31,22.36,31.18,1
19.45,70.63,19.81,68.47,1
20.57,69.15,58.33,47.0,0
33.2,49.05,50.62,59.73,0
15.51,44.84,65.23,81.45,0
17.05,76.13,65.45,51.46,0
31.22,51.42,40.62,27.16,0
34.23,76.01,79.68,24.3,0
34.71,75.7,37.44,40.63,1
31.51,42.99,26.93,67.87,1
19.81,69.31,74.48,54.19,0
16.33,57.61,15.39,41.9,1
32.09,88.27,71.09,17.29,0
17.56,59.79,79.28,75.67,0
21.7,48.28,68.24,36.87,0
17.58,45.41,39.25,23.8,1
16.98,48.33,34.7,12.42,1
33.22,65.94,70.19,43.02,0
18.43,43.08,67.07,30.88,0
32.38,78.49,50.73,61.76,0
32.83,75.3,17.42,92.25,1
16.35,86.91,53.1,19.66,0
19.87,65.12,51.63,81.54,0
32.54,67.52,16.55,30.02,1
24.97,89.67,15.62,56.76,1
25.64,33.59,28.56,69.92,1
27.17,84.27,33.62,32.56,1
24.71,88.3,41.04,27.35,0
17.9,70.51,23.84,13.8,1
17.81,43.31,77.69,61.23,0
17.42,42.75,24.21,75.1,1
28.33,70.53,43.67,28.51,0
32.1,69.49,46.78,95.08,0
30.33,79.63,63.43,56.97,0
18.11,76.1,45.56,78.36,0
18.79,81.81,69.5,96.35,0
30.67,68.86,39.64,98.55,1
22.43,45.1,21.33,87.14,1
33.89,36.88,73.85,33.04,0
26.97,84.97,75.38,66.3,0
28.49,62.84,51.72,10.4,0
20.19,78.74,53.17,66.45,0
22.96,67.33,73.13,39.26,0
24.47,56.25,51.29,72.44,0
19.28,55.22,79.68,16.17,0
30.18,43.02,21.79,33.22,1
32.91,83.18,20.83,93.22,1
29.71,85.96,30.94,53.07,1
33.91,58.97,79.5,81.34,0
26.77,30.06,59.93,94.36,0
34.94,64.04,57.92,27.01,0
31.5,41.98,33.71,15.74,1
29.82,51.93,64.37,78.83,1
17.86,53.03,26.06,12.75,1
18.35,34.06,42.19,49.33,1
33.14,61.94,73.39,63.2,0
31.52,65.33,58.27,29.35,0
21.65,66.07,75.0,82.12,0
23.92,35.02,53.03,81.73,0
32.36,63.92,40.2,68.15,0
32.87,77.98,30.21,14.61,1
16.72,61.83,20.62,33.49,1
31.35,38.03,66.29,72.81,1
27.86,35.3,64.25,51.01,0
15.54,31.17,58.04,12.44,0
31.61,64.75,20.65,27.18,1
22.65,77.74,63.46,64.61,0
30.55,60.29,33.49,36.46,1
25.45,47.56,48.73,79.24,0
15.38,52.87,17.13,48.88,1
19.93,50.75,37.1,42.6,1
19.54,39.12,32.38,30.83,1
30.83,52.07,17.43,74.2,1
31.64,63.62,55.31,81.23,0
33.04,40.71,19.09,34.44,1
17.61,63.11,49.76,10.12,0
33.85,60.17,75.54,55.97,0
20.48,39.09,18.93,72.77,1
28.13,73.75,41.71,24.14,0
29.78,61.28,29.28,38.18,1
21.08,89.19,40.71,41.46,0
23.25,43.54,59.38,41.01,0
15.25,34.87,39.6,47.32,1
24.97,85.14,65.18,75.45,0
34.98,49.45,78.4,51.45,0
29.15,33.16,70.71,31.35,0
31.47,45.18,35.12,73.4,1
17.18,66.04,49.31,74.61,0
26.77,67.68,27.6,29.89,1
32.21,73.41,77.41,92.46,0
22.84,58.07,47.94,46.16,0
18.3,79.5,79.43,12.27,0
26.92,85.66,30.65,43.74,1
34.08,37.3,61.82,47.26,0
30.41,37.66,18.79,38.28,1
20.71,62.69,29.77,45.99,1
23.25,40.24,61.57,94.7,0
21.9,55.45,20.79,94.06,1
23.42,74.67,68.92,66.64,0
23.32,77.07,18.29,71.95,1
15.55,41.47,79.75,56.41,0
32.25,31.88,24.61,50.68,1
19.38,83.53,38.2,83.55,1
32.07,55.95,51.82,91.01,0
34.56,37.43,35.04,59.75,1
19.78,81.68,74.04,76.44,0
27.48,36.97,21.98,43.36,1
34.94,65.29,19.43,35.99,1
20.18,78.88,41.11,63.93,0
31.3,82.43,57.94,84.9,0
29.87,81.54,20.91,57.14,1
26.65,39.2,51.82,36.79,0
32.48,87.5,72.61,20.03,0
30.08,55.91,51.18,96.51,0
18.49,68.56,44.39,47.31,0
26.06,89.84,30.24,64.76,1
32.49,61.53,57.51,60.01,0
22.3,54.51,58.07,97.87,0
31.14,76.69,41.57,78.27,0
26.44,64.09,37.47,67.04,1
17.27,79.65,72.19,79.41,0
17.05,80.69,65.79,46.23,0
20.1,84.19,70.05,85.1,0
25.78,65.64,74.46,44.92,0
19.36,35.2,27.09,65.52,1
22.63,32.93,57.38,16.76,0
23.24,40.57,55.83,27.27,0
29.59,43.17,32.97,11.18,1
29.65,57.11,24.18,46.13,1
26.44,35.95,72.13,75.73,0
25.83,86.39,19.52,79.76,1
34.04,42.34,44.36,18.46,1
19.48,84.91,40.79,52.54,0
33.03,70.4,20.03,25.03,1
35.07,48.94,45.09,59.1,0
33.05,62.38,35.04,62.88,1
32.21,47.43,17.35,83.52,1
29.07,80.33,41.13,58.08,0
25.41,85.29,20.28,85.15,1
32.02,35.81,27.62,56.98,1
24.75,74.2,54.8,31.09,0
32.35,80.41,26.25,71.59,1
34.41,31.3,66.25,63.47,0
23.81,71.91,41.45,94.08,0
30.43,52.25,14.83,58.79,1
21.72,39.07,79.32,71.58,0
33.31,71.36,41.76,23.1,0
26.51,49.18,40.96,51.38,0
20.42,55.31,54.24,36.38,0
15.99,50.02,17.25,64.94,1
26.59,71.87,47.82,36.5,0
25.2,67.82,57.03,35.83,0
32.94,72.11,43.59,42.01,0
19.04,75.92,57.97,12.82,0
16.3,67.55,77.92,54.66,0
33.64,60.17,61.78,23.85,0
29.5,77.58,49.77,71.63,0
22.74,71.99,72.29,69.95,0
21.31,57.8,17.17,70.82,1
32.01,45.99,26.51,57.45,1
27.41,41.38,31.38,95.94,1
32.01,43.4,75.74,59.06,0
20.48,71.29,74.97,26.47,0
34.35,53.07,78.16,25.31,0
27.6,70.79,21.85,87.31,1
15.96,68.81,48.25,95.88,0
24.45,70.93,68.24,30.35,0
25.23,64.6,74.76,20.21,0
29.43,64.63,32.3,13.22,1
24.3,49.47,36.69,19.97,1
24.44,81.1,48.64,31.89,0
19.92,81.25,60.61,67.43,0
21.7,57.49,54.99,94.88,0
29.28,38.24,46.1,34.81,1
22.28,40.08,23.82,39.34,1
21.44,76.32,47.72,80.97,0
25.02,50.31,36.76,76.76,1
34.4,77.47,35.26,74.6,1
33.04,87.69,68.16,48.91,0
16.0,77.83,39.67,30.29,1
32.92,82.55,68.27,81.78,0
15.36,41.85,55.95,60.35,0
25.49,52.98,53.47,100.05,0
19.89,57.08,56.08,49.2,0
22.19,60.63,63.48,25.12,0
31.34,40.06,49.88,83.17,1
17.46,80.35,14.97,37.03,1
19.86,45.27,25.07,74.55,1
25.77,35.21,44.46,81.07,1
22.63,68.11,46.27,44.22,0
25.62,76.58,58.77,50.71,0
25.96,40.46,43.76,20.58,1
31.21,74.15,75.6,68.81,0
18.69,64.98,52.3,65.57,0
30.72,69.49,52.77,67.3,0
28.46,71.85,30.95,61.79,1
23.74,59.07,57.21,76.13,0
34.15,64.54,32.08,33.08,1
18.55,56.5,68.29,87.03,0
16.14,44.79,73.18,52.16,0
33.32,49.36,52.32,60.56,0
30.35,36.28,66.61,45.42,0
33.11,46.3,51.04,64.6,0
26.58,50.83,28.7,76.28,1
28.0,54.16,19.23,85.11,1
20.88,48.48,75.04,67.7,0
16.56,80.51,25.96,28.43,1
18.07,64.48,65.17,75.48,0
24.67,68.92,62.27,27.27,0
24.87,42.27,53.12,18.01,0
18.24,42.4,22.64,71.97,1
15.68,66.25,63.12,17.71,0
17.58,73.73,44.28,75.5,0
19.03,67.31,62.27,13.37,0
28.48,56.92,72.26,82.8,0
17.13,46.71,66.18,70.98,0
27.93,89.26,24.85,36.0,1
21.9,88.3,62.06,85.87,0
19.49,70.01,53.27,21.14,0
34.24,36.95,32.77,47.95,1
33.87,43.0,16.28,95.23,1
33.33,55.34,38.08,24.67,1
16.59,72.65,77.39,48.44,0
20.39,69.37,73.9,41.0,0
27.59,42.93,61.29,36.1,0
22.98,60.18,74.23,67.15,0
23.78,70.3,79.62,43.46,0
16.74,80.26,31.59,49.37,1
25.58,32.38,16.33,91.93,1
30.31,35.42,25.83,56.64,1
24.43,39.09,16.94,74.48,1
15.58,56.76,30.57,51.95,1
22.52,61.52,33.11,36.55,1
26.16,40.83,49.49,57.28,1
15.76,37.6,15.06,27.81,1
31.39,85.06,43.89,32.46,0
26.68,61.01,69.47,72.86,0
23.77,48.93,36.02,63.13,1
28.49,37.54,31.44,12.21,1
16.49,72.66,63.73,86.96,0
35.06,33.95,66.3,13.6,0
31.71,79.79,75.54,45.7,0
18.86,65.48,59.33,83.14,0
22.19,35.95,28.82,35.53,1
18.95,49.51,26.99,76.41,1
33.45,90.15,43.66,11.25,0
34.78,69.94,16.75,51.73,1
16.31,33.6,25.42,69.48,1
33.35,86.38,76.59,82.0,0
26.56,82.71,66.18,50.83,0
30.05,62.26,56.0,97.16,0
34.05,85.94,73.07,37.75,0
22.06,60.8,75.2,60.91,0
18.43,78.69,31.46,14.56,1
31.43,52.96,20.12,63.27,1
32.92,70.38,53.78,80.88,0
29.87,53.69,75.86,69.87,1
22.38,72.73,31.67,80.69,1
33.39,68.73,26.57,35.4,1
22.91,36.58,75.66,61.97,0
27.58,83.2,75.09,72.93,0
20.11,66.27,16.18,50.84,1
17.3,38.87,78.69,42.04,0
17.22,60.19,52.33,81.04,0
27.26,83.31,24.19,33.21,1
26.31,55.21,55.84,15.79,0
30.23,73.8,38.75,78.37,1
29.69,36.32,29.35,74.32,1
20.42,62.9,20.8,40.33,1
20.17,47.94,23.93,20.9,1
20.35,31.95,51.85,46.6,0
29.99,76.6,23.37,33.33,1
34.18,73.37,70.89,51.33,0
25.46,90.14,66.3,86.02,0
25.67,67.46,49.89,82.55,0
24.2,85.41,39.62,37.87,1
21.49,69.77,21.75,65.42,1
24.75,51.53,59.87,43.91,0
28.93,34.02,68.82,58.22,0
22.98,72.43,22.73,56.31,1
15.62,65.68,57.42,36.78,0
21.15,52.82,39.43,87.8,1
24.46,33.29,66.11,33.52,0
22.35,75.66,36.9,90.14,1
19.05,77.23,67.21,12.9,0
32.44,77.2,70.08,26.49,0
21.87,66.67,29.54,14.52,1
18.43,48.03,77.81,81.81,0
22.63,75.51,55.07,44.71,0
22.48,88.36,47.61,95.65,0
30.23,88.66,16.19,53.2,1
18.0,82.42,26.52,63.11,1
30.8,56.43,79.94,46.35,0
29.34,85.43,18.45,57.32,1
21.46,65.38,40.56,77.87,0
21.99,45.94,48.66,37.88,0
32.12,51.9,63.84,95.31,1
22.05,69.51,36.62,23.55,1
18.2,73.01,44.56,79.46,0
27.69,79.2,20.26,49.25,1
28.2,74.59,46.68,12.43,0
16.02,58.83,61.53,68.84,0
19.47,32.61,36.67,66.91,1
29.11,60.53,24.79,65.68,1
32.17,82.01,66.11,76.6,0
20.4,84.05,70.18,41.54,0
20.27,55.51,68.25,29.03,0
19.54,72.53,51.21,11.57,0
19.82,65.91,24.93,51.32,1
31.09,63.73,43.05,62.96,0
15.85,89.57,35.22,62.04,1
17.98,52.71,17.62,17.94,1
20.2,46.16,73.46,84.58,0
26.52,36.19,78.32,99.0,0
33.89,63.54,79.0,56.96,0
18.09,37.66,67.57,11.53,0
22.73,56.17,22.62,91.96,1
30.62,58.65,39.98,11.31,0
21.2,85.19,30.43,59.36,1
25.46,33.2,46.51,47.6,1
21.48,81.52,52.96,85.16,0
15.21,80.43,41.72,26.87,0
26.96,56.19,20.32,11.93,1
23.86,35.32,15.43,67.85,1
32.12,89.63,29.21,35.51,1
33.47,65.0,65.48,52.51,0
23.63,62.96,34.24,22.33,1
27.2,77.11,49.45,58.21,0
25.16,70.46,56.96,80.27,0
21.78,80.73,51.63,91.15,0
18.0,83.0,64.74,42.6,0
18.24,31.33,78.95,59.67,0
17.6,34.83,44.92,40.16,1
29.22,70.54,23.56,36.88,1
31.79,63.53,33.16,64.45,1
17.77,86.89,37.11,63.3,1
20.61,73.73,32.11,21.86,1
32.05,48.78,66.01,21.24,0
31.17,72.52,16.6,76.49,1
22.84,87.39,44.83,28.69,0
18.55,63.1,35.92,74.92,1
34.12,78.75,26.52,71.92,1
22.66,86.02,74.63,81.39,0
26.32,72.36,76.78,18.58,0
32.4,36.13,68.44,18.0,0
19.62,78.72,66.14,14.36,0
23.36,49.04,16.44,95.71,1
24.88,77.42,51.16,39.52,0
24.28,65.22,52.01,88.32,0
30.61,54.82,62.27,96.31,1
31.32,78.23,20.13,90.7,1
21.72,63.66,54.5,30.43,0
31.05,73.44,43.83,56.81,0
25.14,54.27,32.44,59.16,1
34.8,89.83,73.38,93.6,0
19.91,85.17,66.49,66.3,0
21.23,56.59,44.0,34.76,0
22.61,53.92,28.43,26.28,1
30.54,36.59,47.17,73.37,1
17.44,34.59,21.99,79.62,1
21.12,47.9,75.93,70.9,0
29.77,52.46,29.78,83.26,1
14.83,35.26,23.86,49.77,1
16.61,39.05,41.76,82.84,1
29.54,41.17,71.86,97.13,1
27.35,32.18,33.57,96.37,1
24.36,62.91,75.03,73.48,0
30.48,34.07,16.1,45.61,1
15.09,71.84,53.01,10.2,0
25.17,72.05,64.83,16.25,0
35.27,50.07,55.26,90.02,1
22.05,63.58,24.99,42.59,1
26.97,68.97,40.41,48.61,0
29.08,58.63,17.63,72.77,1
29.12,87.47,58.51,61.2,0
19.85,29.82,46.73,43.65,1
27.54,79.46,20.14,28.81,1
16.8,62.68,27.15,15.15,1
31.02,47.99,70.18,16.67,0
23.7,70.65,38.56,10.52,1
19.75,38.81,73.32,18.38,0
20.59,70.95,77.75,93.17,0
34.23,57.16,70.81,87.39,0
18.52,33.17,77.26,32.01,0
17.79,52.17,48.37,17.09,0
14.68,56.91,20.95,40.66,1
23.85,87.12,21.29,81.98,1
30.9,61.4,74.07,75.32,0
24.64,42.77,38.96,59.77,1
28.86,57.77,60.31,18.97,0
21.9,43.9,49.82,82.62,1
34.16,60.29,53.28,90.74,0
16.32,35.42,47.96,25.18,1
27.03,62.36,55.3,85.23,0
20.18,59.49,33.14,28.64,1
23.13,86.72,38.02,64.35,1
15.7,32.36,28.23,14.19,1
29.71,59.63,70.5,20.99,0
30.08,37.59,20.78,40.37,1
31.83,50.62,66.4,31.18,0
16.44,61.9,23.68,16.31,1
32.55,71.26,63.61,51.93,0
29.75,62.2,23.0,80.99,1
16.64,52.93,25.16,61.06,1
25.36,52.35,51.62,43.13,0
30.49,83.04,39.92,72.93,1
21.99,48.35,33.59,78.61,1
34.32,71.01,53.81,27.12,0
22.17,57.6,23.03,25.0,1
18.27,42.83,41.87,22.57,1
20.47,39.53,59.18,86.51,0
35.16,86.67,54.89,76.4,0
31.18,34.78,53.89,71.18,1
18.15,87.63,79.17,94.81,0
25.95,43.8,31.69,27.79,1
31.56,81.12,49.25,46.48,0
29.39,84.92,51.73,34.57,0
31.09,46.54,65.05,90.87,1
22.85,58.43,70.72,45.83,0
16.11,42.39,33.26,17.53,1
26.26,85.11,75.74,92.8,0
26.82,49.73,75.78,62.17,0
19.66,57.41,79.24,22.07,0
23.15,86.14,33.67,99.54,1
32.76,86.27,68.3,36.65,0
26.79,43.38,64.59,30.37,0
29.14,36.96,75.73,83.84,1
25.64,35.41,76.08,35.06,0
32.68,56.32,74.03,81.95,0
16.12,60.15,56.31,24.75,0
30.88,82.47,68.4,29.93,0
21.89,41.44,44.97,20.3,1
28.57,79.35,67.76,94.07,0
28.52,32.42,16.27,23.49,1
20.92,69.56,76.92,20.98,0
17.6,84.7,65.09,58.03,0
18.62,42.16,55.13,41.82,0
27.3,41.03,62.43,87.5,0
21.78,83.26,57.99,29.46,0
23.96,71.46,27.22,56.97,1
28.6,83.39,68.98,80.37,0
34.92,57.72,20.64,14.51,1
31.11,37.13,47.47,24.25,1
18.6,35.71,57.38,95.87,0
27.81,41.31,20.76,87.52,1
20.07,81.83,65.29,52.77,0
34.85,43.42,59.91,23.88,0
30.58,47.88,79.88,41.37,0
28.76,71.02,70.79,26.4,0
27.76,89.33,29.12,69.34,1
24.61,77.7,19.52,68.29,1
17.45,44.63,46.83,38.53,1
21.36,30.71,57.46,30.06,0
28.14,43.32,69.06,52.91,0
16.34,49.26,51.83,81.86,0
29.25,34.25,51.32,93.08,1
16.65,73.3,53.37,28.72,0
24.48,29.69,23.43,32.95,1
27.85,36.21,62.45,18.33,0
23.75,86.7,41.3,57.9,0
18.89,40.0,47.16,53.18,1
28.24,70.96,16.88,96.3,1
26.33,51.33,70.04,94.44,0
21.0,36.61,21.41,79.47,1
30.26,67.84,26.38,21.56,1
30.55,59.13,40.0,99.37,1
29.11,29.88,42.52,60.45,1
23.4,63.93,53.87,92.99,0
21.48,71.34,17.05,87.41,1
24.47,32.37,63.51,97.7,0
17.39,67.82,56.96,22.56,0
26.53,72.8,26.56,41.19,1
21.41,89.37,70.53,65.34,0
21.64,53.41,74.8,47.02,0
32.78,84.97,63.84,37.78,0
22.65,85.89,53.65,77.54,0
23.78,43.61,72.44,89.09,0
26.15,38.87,18.08,39.97,1
34.79,70.5,49.43,79.1,0
16.7,30.67,72.74,61.37,0
15.56,49.74,73.73,56.54,0
24.2,64.68,70.62,21.24,0
21.15,86.06,24.29,65.22,1
22.08,38.54,22.83,76.07,1
27.24,41.88,52.91,66.45,0
30.88,85.22,54.41,94.75,0
21.59,53.14,20.89,29.85,1
18.31,80.09,24.94,70.32,1
18.39,54.35,57.72,11.69,0
29.19,77.59,41.05,84.43,0
27.8,72.9,73.78,60.87,0
31.48,34.94,57.84,54.35,0
21.34,80.82,19.25,30.22,1
30.98,66.82,33.45,45.43,1
30.3,41.67,23.31,99.1,1
22.76,89.21,28.76,88.97,1
16.31,71.97,58.08,48.86,0
17.66,59.1,54.2,77.36,0
22.13,33.44,76.47,25.89,0
18.7,31.29,32.65,92.57,1
34.35,77.49,67.57,81.41,0
17.83,78.14,34.25,89.71,1
19.78,83.4,45.21,80.05,0
21.52,45.99,22.31,80.35,1
21.85,62.68,50.02,92.68,0
32.75,33.93,25.3,63.78,1
30.4,47.35,31.54,55.77,1
23.66,75.75,19.51,26.8,1
34.37,32.83,60.54,97.98,1
33.69,88.54,20.0,87.25,1
33.77,65.65,37.77,63.0,1
29.38,84.25,22.56,19.43,1
20.35,63.1,26.43,11.61,1
28.47,71.56,32.35,89.36,1
14.82,62.32,28.11,97.37,1
24.87,60.88,47.58,61.88,0
32.05,66.94,39.91,55.36,1
28.53,59.94,55.26,91.79,0
27.38,48.97,30.45,26.31,1
22.02,38.8,42.5,89.36,1
27.87,63.93,75.71,24.04,0
30.63,43.3,24.76,38.53,1
24.59,73.43,25.19,47.23,1
15.87,52.77,36.84,32.93,1
18.64,36.19,57.59,78.78,0
29.44,39.02,68.56,17.82,0
22.65,47.8,58.45,89.55,0
25.98,89.1,34.19,10.82,1
16.51,48.06,35.16,21.7,1
33.54,85.27,47.38,67.72,0
34.44,68.54,32.93,88.25,1
17.8,47.71,26.36,64.52,1
18.77,48.37,19.45,35.2,1
30.02,86.63,74.2,61.51,0
24.41,79.3,41.6,64.44,0
17.77,72.27,22.13,58.98,1
29.2,40.33,15.18,10.18,1
22.75,82.06,14.99,66.89,1
19.36,72.5,76.11,59.45,0
30.6,75.97,19.38,50.86,1
34.06,81.85,26.53,60.42,1
28.37,83.21,28.26,83.45,1
32.93,87.49,74.3,77.25,0
25.73,88.07,22.35,97.28,1
19.52,67.0,21.29,58.34,1
29.95,73.96,19.56,52.44,1
33.98,59.07,39.94,68.64,0
15.28,83.7,50.26,19.16,0
24.34,56.29,42.1,51.38,0
32.23,68.27,50.34,37.39,0
31.89,38.94,40.29,42.85,1
32.1,64.6,21.22,39.52,1
18.38,49.08,54.1,70.2,0
17.71,81.96,16.37,34.22,1
34.92,33.84,43.51,65.78,1
21.26,70.85,31.47,41.25,1
24.79,78.13,66.92,86.19,0
34.18,50.21,40.79,62.61,0
25.34,46.05,35.85,81.69,1
21.2,39.89,69.28,98.69,0
20.48,66.14,18.73,85.61,1
30.09,30.2,71.56,61.56,0
28.31,62.78,30.65,63.16,1
22.41,89.34,30.79,22.99,1
19.16,70.87,62.18,78.48,0
27.69,31.1,78.2,41.86,0
